,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
1162,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,54.0,,,0.0,0.0,217487,0,0,-1,1,0,4,0.0,0.0,0,Mbwana,0.0,49,False,Joined Fenerbahce on a permanent deal on 25/9,2020-09-25T09:00:10.072147Z,59,217487.jpg,0.0,Samatta,0.1,False,,u,2,7,0,1427,15,5947,1469,0.0,0.0,Samatta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,536,59,538,62,537,62,540,62,,,,,,
1163,1163.0,1163.0,1163.0,1163.0,1163.0,1163.0,55.0,,,,,221239,0,0,0,0,0,4,-1.0,0.5,0,Keinan,0.5,50,False,,,45,221239.jpg,1.0,Davis,13.9,False,,a,2,7,1,323285,27652,410045,90786,0.1,0.2,Davis,28,0,0,0,0,0,0,0,0,0,0,0,3,4.4,12.9,6.0,2.3,284,29,170,26,200,38,268,36,,,,,,
1164,1164.0,1164.0,1164.0,1164.0,1164.0,1164.0,56.0,,,0.0,0.0,223349,0,0,0,0,0,4,0.0,0.0,0,Indiana,0.0,51,False,Joined Burton Albion on loan until the end of the season on 17/9. - Expected back 01 Jul,2020-09-17T16:30:17.739025Z,45,223349.jpg,0.0,Vassilev,1.3,False,,n,2,7,0,30835,666,78939,11236,0.0,0.0,Vassilev,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,434,43,424,48,392,47,440,48,,,,,,
1165,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,57.0,,,,,230046,0,0,0,0,0,3,1.5,3.0,3,Douglas Luiz,3.0,52,False,,,50,230046.jpg,3.0,Soares de Paulo,0.4,False,,a,2,7,6,6371,1063,9655,1808,0.6,1.2,Douglas Luiz,176,0,0,2,0,0,0,0,0,0,0,0,18,16.4,20.1,26.0,6.3,226,90,138,88,113,59,174,83,,,4.0,,,
1166,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,58.0,,,,,199796,0,0,0,0,0,2,4.0,5.5,6,Matthew,5.5,496,False,,,50,199796.jpg,5.5,Cash,0.5,False,,a,2,7,11,13943,2686,8703,1825,1.1,2.2,Cash,180,0,0,2,0,0,0,0,1,0,0,0,55,55.2,48.7,18.0,12.2,82,29,46,11,149,33,81,21,,,,,,
1167,1167.0,1167.0,1167.0,1167.0,1167.0,1167.0,59.0,,,,,178301,0,0,0,0,0,4,0.5,2.0,2,Ollie,2.0,514,False,,,60,178301.jpg,2.0,Watkins,1.4,False,,a,2,7,4,83078,3559,50246,13534,0.3,0.7,Watkins,180,0,0,2,0,0,0,0,0,0,0,0,3,1.8,35.4,49.0,8.5,314,38,76,6,53,25,127,27,,,,,,
1168,1168.0,1168.0,1168.0,1168.0,1168.0,1168.0,60.0,,,100.0,75.0,110504,0,0,0,0,0,3,0.6,1.6,1,Bertrand,1.0,540,False,,2020-09-25T19:30:12.467719Z,60,110504.jpg,1.0,Traoré,0.0,False,,a,2,7,1,3501,671,1175,397,0.2,0.2,Traoré,6,0,0,0,0,0,0,0,0,0,0,0,5,1.4,0.3,2.0,0.4,318,148,300,149,249,123,319,145,,,,,,
1169,1169.0,1169.0,1169.0,1169.0,1169.0,1169.0,61.0,,,,,232653,0,0,0,0,0,3,-0.4,1.1,1,Jacob,1.0,554,False,,,45,232653.jpg,1.0,Ramsey,0.0,False,,a,2,7,1,374,374,66,66,0.2,0.2,Ramsey,13,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,437,168,427,169,396,154,443,169,,,,,,
1170,1170.0,1170.0,1170.0,1170.0,1170.0,1170.0,62.0,,,0.0,0.0,20529,0,0,-1,1,0,4,0.0,0.0,0,Glenn,0.0,53,False,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,49,20529.jpg,0.0,Murray,0.2,False,,n,3,36,0,3040,555,11367,1607,0.0,0.0,Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,452,45,443,49,414,48,457,49,,,,,,
1171,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,63.0,,,100.0,100.0,39155,0,0,-1,1,0,3,0.8,0.3,2,Adam,1.3,54,False,,2020-09-14T21:30:11.145732Z,64,39155.jpg,1.3,Lallana,0.6,False,,a,3,36,4,4576,1051,46976,3820,0.2,0.6,Lallana,129,0,0,0,3,0,0,0,0,0,0,0,16,14.6,31.2,2.0,4.8,234,94,89,62,252,126,215,99,,,,,,
1172,1172.0,1172.0,1172.0,1172.0,1172.0,1172.0,64.0,,,,,60307,0,0,-1,1,0,3,0.2,-0.3,1,Pascal,0.7,57,False,,,59,60307.jpg,1.0,Groß,0.1,False,,a,3,36,2,973,135,5405,724,0.1,0.3,Groß,27,0,0,0,1,0,0,0,0,0,0,0,9,6.6,16.5,10.0,3.3,271,120,151,95,174,94,244,115,1.0,,2.0,,2.0,
1173,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,65.0,,,0.0,0.0,61933,0,0,-1,1,0,2,0.0,0.0,0,Shane,0.0,58,False,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,44,61933.jpg,0.0,Duffy,0.1,False,,n,3,36,0,329,64,3639,357,0.0,0.0,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,362,135,347,134,300,112,369,136,,,,,,
1174,1174.0,1174.0,1174.0,1174.0,1174.0,1174.0,66.0,,,100.0,100.0,66242,-1,1,-1,1,0,3,-0.5,-1.0,0,Davy,0.0,59,False,,2020-09-12T09:00:10.303956Z,49,66242.jpg,0.0,Pröpper,0.1,False,,a,3,36,0,453,119,2968,442,0.0,0.0,Pröpper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,183,452,184,425,171,466,184,,,,,,
1175,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,67.0,,,0.0,0.0,74471,0,0,0,0,0,3,0.0,0.0,0,Aaron,0.0,60,False,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,50,74471.jpg,0.0,Mooy,0.0,False,,u,3,36,0,9730,20,10650,113,0.0,0.0,Mooy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,491,197,486,198,469,190,496,198,,,,,,
1176,1176.0,1176.0,1176.0,1176.0,1176.0,1176.0,68.0,,,,,78916,-1,1,-1,1,0,2,-0.2,-0.7,0,Dan,0.3,61,False,,,44,78916.jpg,1.0,Burn,0.6,False,,a,3,36,1,2633,386,18640,3253,0.1,0.2,Burn,32,0,0,0,0,0,0,0,0,0,0,0,4,2.8,1.8,0.0,0.5,300,109,249,78,303,115,312,110,,,,,,
1177,1177.0,1177.0,1177.0,1177.0,1177.0,1177.0,69.0,,,,,83299,0,0,0,0,0,2,1.5,1.0,-2,Lewis,2.0,62,False,,,50,83299.jpg,2.0,Dunk,6.9,False,,a,3,36,6,46404,4416,140260,37896,0.4,1.2,Dunk,270,0,0,1,6,1,0,0,1,0,0,1,47,39.8,2.8,9.0,5.2,137,57,239,71,177,47,199,67,,,1.0,,,
1178,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0,70.0,,,0.0,0.0,86153,0,0,0,0,0,2,0.0,0.0,0,Martín,0.0,63,False,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,45,86153.jpg,0.0,Montoya,0.0,False,,u,3,36,0,80,14,635,90,0.0,0.0,Montoya,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,405,159,392,158,352,141,411,159,,,,,,
1179,1179.0,1179.0,1179.0,1179.0,1179.0,1179.0,71.0,,,0.0,0.0,93284,0,0,-1,1,0,4,0.0,0.0,0,Florin,0.0,64,False,Knee injury - Unknown return date,2020-09-12T09:00:10.364918Z,49,93284.jpg,0.0,Andone,0.1,False,,i,3,36,0,10625,72,23073,1223,0.0,0.0,Andone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,466,47,457,51,431,50,471,51,,,,,,
1180,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,72.0,,,,,109345,0,0,0,0,0,3,3.8,3.3,8,Solomon,4.3,65,False,,,50,109345.jpg,4.3,March,0.5,False,,a,3,36,13,32850,29285,7245,4934,0.9,2.6,March,257,1,0,1,6,0,0,0,0,0,0,1,56,71.8,50.0,86.0,20.8,51,22,43,31,25,11,29,14,2.0,,4.0,,,
1181,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,73.0,,,,,110735,0,0,0,0,0,2,2.2,1.7,1,Adam,2.7,66,False,,,45,110735.jpg,2.7,Webster,2.4,False,,a,3,36,8,21690,2808,48815,8155,0.6,1.8,Webster,270,0,0,1,6,0,0,0,0,0,0,0,47,37.2,13.6,18.0,6.9,145,60,163,39,146,31,155,46,,,,,,
1182,1182.0,1182.0,1182.0,1182.0,1182.0,1182.0,74.0,,,,,111478,0,0,-1,1,0,2,-0.5,-1.0,0,Joël,0.0,67,False,,,44,111478.jpg,0.0,Veltman,0.2,False,,a,3,36,0,1785,207,11420,1952,0.0,0.0,Veltman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,367,140,352,139,306,118,374,141,,,,,,
1183,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0,75.0,,,,,115382,0,0,0,0,1,4,8.2,7.7,8,Neal,8.7,68,False,,,65,115382.jpg,8.7,Maupay,3.6,False,,a,3,36,26,166561,91615,67461,20021,1.3,4.0,Maupay,270,3,1,1,6,0,0,0,0,0,0,5,100,128.6,54.3,130.0,31.1,8,4,37,3,11,8,9,5,,,,,1.0,
1184,1184.0,1184.0,1184.0,1184.0,1184.0,1184.0,76.0,,,,,116216,0,0,0,0,0,3,4.5,4.0,1,Leandro,5.0,69,False,,,60,116216.jpg,5.0,Trossard,1.6,False,,a,3,36,15,99169,44672,36108,10827,0.8,2.5,Trossard,270,1,1,1,6,0,0,0,1,0,0,1,44,68.8,89.5,47.0,20.5,58,24,15,10,58,27,31,16,3.0,,,,,
1185,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,77.0,,,,,131897,0,0,0,0,0,1,2.2,1.7,1,Mathew,2.7,70,False,,,45,131897.jpg,2.7,Ryan,17.6,False,,a,3,36,8,232196,27432,231478,38984,0.6,1.8,Ryan,270,0,0,1,6,0,0,0,0,0,3,0,44,24.2,0.0,0.0,2.4,201,19,402,36,363,34,265,19,,,,,,
1186,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0,78.0,,,,,165210,0,0,0,0,0,3,1.2,0.7,3,Alireza,1.7,71,False,,,55,165210.jpg,1.7,Jahanbakhsh,0.1,False,,a,3,36,5,938,329,1400,208,0.3,0.9,Jahanbakhsh,28,0,1,0,1,0,0,0,1,0,0,0,27,30.6,41.5,28.0,10.0,173,65,63,46,110,56,110,56,,,,,,
1187,1187.0,1187.0,1187.0,1187.0,1187.0,1187.0,79.0,,,0.0,0.0,167473,0,0,0,0,0,3,0.0,0.0,0,José,0.0,72,False,Knee injury - Unknown return date,2020-08-15T10:00:11.482611Z,55,167473.jpg,0.0,Izquierdo,0.0,False,,i,3,36,0,9699,11,9725,22,0.0,0.0,Izquierdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,517,210,521,212,517,209,521,211,,,,,,
1188,1188.0,1188.0,1188.0,1188.0,1188.0,1188.0,80.0,,,0.0,0.0,178173,0,0,0,0,0,2,0.0,0.0,0,Matthew,0.0,73,False,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,45,178173.jpg,0.0,Clarke,0.0,False,,n,3,36,0,115,27,324,35,0.0,0.0,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,419,166,409,165,372,149,425,166,,,,,,
1189,1189.0,1189.0,1189.0,1189.0,1189.0,1189.0,81.0,,,100.0,100.0,198869,0,0,0,0,0,2,1.8,1.3,0,Ben,2.3,74,False,,2020-09-14T21:30:11.221083Z,45,198869.jpg,2.3,White,1.6,False,,a,3,36,7,28558,3452,37014,6695,0.5,1.6,White,258,0,0,1,6,0,0,0,1,0,0,0,51,49.6,21.6,2.0,7.4,100,37,128,31,238,79,148,43,,,,,,
1190,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,82.0,,,,,209362,0,0,0,0,0,2,-0.5,-1.0,0,Bernardo,0.0,75,False,,,40,209362.jpg,0.0,Fernandes da Silva Junior,10.5,False,,a,3,36,0,81675,9691,243125,39687,0.0,0.0,Bernardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,342,119,326,117,276,92,348,119,,,,,,
1191,1191.0,1191.0,1191.0,1191.0,1191.0,1191.0,83.0,,,100.0,0.0,227127,0,0,0,0,0,3,0.2,0.0,0,Yves,0.7,76,False,,2020-09-20T15:30:14.517426Z,45,227127.jpg,1.0,Bissouma,3.4,False,,a,3,36,2,71197,4873,127231,13796,0.2,0.4,Bissouma,178,0,0,1,3,0,0,0,0,1,0,0,16,8.4,7.7,7.0,2.0,255,106,202,112,192,103,279,125,,,,,,
1192,1192.0,1192.0,1192.0,1192.0,1192.0,1192.0,84.0,,,100.0,75.0,232792,0,0,1,-1,0,2,3.2,2.0,4,Tariq,3.7,77,False,,2020-09-20T15:00:15.652615Z,46,232792.jpg,3.7,Lamptey,8.9,False,,a,3,36,11,529092,161356,112815,13931,0.8,2.4,Lamptey,237,0,3,0,6,0,0,0,1,0,0,0,55,48.6,30.7,43.0,12.3,102,39,90,21,65,7,79,19,,,,,,
1193,1193.0,1193.0,1193.0,1193.0,1193.0,1193.0,85.0,,,,,233425,0,0,0,0,0,4,3.2,2.7,2,Aaron,3.7,78,False,,,55,233425.jpg,3.7,Connolly,0.8,False,,a,3,36,11,38682,6527,26213,6423,0.7,2.0,Connolly,207,1,0,1,4,0,0,0,0,0,0,2,26,36.0,23.7,63.0,12.2,155,18,117,15,36,19,82,17,,,,,,
1194,1194.0,1194.0,1194.0,1194.0,1194.0,1194.0,86.0,,,,,235382,0,0,0,0,0,3,1.8,1.3,2,Steven,2.3,79,False,,,45,235382.jpg,2.3,Alzate,1.3,False,,a,3,36,7,88841,27200,34421,8970,0.5,1.6,Alzate,258,0,0,1,6,0,0,0,0,0,0,0,50,36.0,72.5,23.0,13.2,154,59,26,19,122,66,67,39,,,,,,
1195,1195.0,1195.0,1195.0,1195.0,1195.0,1195.0,87.0,,,100.0,75.0,243016,0,0,-1,1,0,3,-0.5,-0.8,0,Alexis,0.0,80,False,,2020-09-24T00:00:15.701972Z,54,243016.jpg,0.0,Mac Allister,0.0,False,,a,3,36,0,255,16,2011,375,0.0,0.0,Mac Allister,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515,209,514,211,506,206,520,210,4.0,,3.0,,,
1196,1196.0,1196.0,1196.0,1196.0,1196.0,1196.0,88.0,,,0.0,0.0,108813,0,0,0,0,0,1,0.0,0.0,0,Christian,0.0,503,False,Ankle injury - Expected back 17 Oct,2020-09-12T09:00:11.155698Z,40,108813.jpg,0.0,Walton,1.4,False,,i,3,36,0,6768,1358,25919,3491,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,337,30,321,10,269,8,343,30,,,,,,
1197,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,89.0,,,,,49262,0,0,0,0,0,1,-0.5,-1.0,0,Jason,0.0,528,False,,,40,49262.jpg,0.0,Steele,0.4,False,,a,3,36,0,27658,4062,8103,1267,0.0,0.0,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,331,26,315,6,263,4,337,26,,,,,,
1198,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,90.0,,,,,220738,0,0,0,0,0,3,0.6,0.1,0,Jayson,0.0,550,False,,,45,220738.jpg,0.0,Molumby,0.0,False,,a,3,36,0,183,183,28,28,0.0,0.0,Molumby,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,165,421,166,389,150,437,166,,,,,,
1199,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,91.0,,,100.0,100.0,40845,-1,1,-1,1,0,3,0.7,0.7,2,Dale,0.7,55,False,,2020-09-17T22:00:09.960386Z,44,40845.jpg,2.0,Stephens,9.2,False,,a,4,90,2,78251,44330,333452,33930,0.2,0.5,Stephens,90,0,0,0,1,0,0,0,0,0,0,0,9,13.8,4.1,13.0,3.1,237,97,223,126,162,89,246,116,,,,,,
1200,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,92.0,,,50.0,50.0,17761,-1,1,-1,1,0,2,0.0,0.0,0,James,0.0,81,False,Toe Injury - 50% chance of playing,2020-09-17T22:00:10.017429Z,54,17761.jpg,0.0,Tarkowski,3.3,False,,d,4,90,0,9234,217,177808,33394,0.0,0.0,Tarkowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,502,191,500,191,489,186,507,191,,,,,,
1201,1201.0,1201.0,1201.0,1201.0,1201.0,1201.0,93.0,,,,,17997,0,0,0,0,0,2,0.0,0.0,1,Phil,0.0,82,False,,,45,17997.jpg,0.0,Bardsley,0.5,False,,a,4,90,0,7987,561,12257,2137,0.0,0.0,Bardsley,180,0,0,0,5,0,0,0,2,0,0,0,14,25.4,11.1,6.0,4.3,193,80,187,52,198,54,222,76,,,,,,
1202,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,94.0,,,,,39487,0,0,0,0,0,2,-1.0,-1.0,0,Erik,-1.0,83,False,,,45,39487.jpg,-2.0,Pieters,1.0,False,,a,4,90,-2,16394,307,37447,8859,-0.2,-0.4,Pieters,50,0,0,0,3,1,0,0,0,0,0,0,-3,0.0,0.7,17.0,1.7,389,153,277,98,150,34,287,100,,,,,,
1203,1203.0,1203.0,1203.0,1203.0,1203.0,1203.0,95.0,,,0.0,0.0,40145,0,0,0,0,0,3,0.0,0.0,0,Jack,0.0,84,False,Ankle injury - Unknown return date,2020-08-15T10:00:11.504829Z,50,40145.jpg,0.0,Cork,0.0,False,,i,4,90,0,9696,10,10195,44,0.0,0.0,Cork,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,195,479,196,462,188,491,196,,,,,,
1204,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,96.0,,,,,41674,0,0,0,0,0,2,1.0,1.0,2,Kevin,1.0,85,False,,,45,41674.jpg,1.0,Long,0.2,False,,a,4,90,2,2801,424,4226,702,0.2,0.4,Long,180,0,0,0,5,0,0,0,0,0,0,0,23,47.4,10.7,10.0,6.8,105,41,189,53,169,44,157,47,,,,,,
1205,1205.0,1205.0,1205.0,1205.0,1205.0,1205.0,97.0,,,25.0,25.0,44683,-1,1,-1,1,0,4,0.1,0.1,0,Jay,0.5,86,False,Ankle injury - 25% chance of playing,2020-09-24T00:00:15.736033Z,59,44683.jpg,1.0,Rodriguez,0.5,False,,d,4,90,1,6724,66,31504,7697,0.1,0.2,Rodriguez,69,0,0,0,3,0,0,0,1,0,0,0,2,3.6,11.2,13.0,2.8,292,30,186,28,165,34,256,35,,,,,3.0,
1206,1206.0,1206.0,1206.0,1206.0,1206.0,1206.0,98.0,,,25.0,25.0,44699,0,0,0,0,0,4,0.0,0.0,0,Ashley,0.0,87,False,Lack of match fitness - 25% chance of playing,2020-09-07T00:30:12.603985Z,60,44699.jpg,0.0,Barnes,0.1,False,,d,4,90,0,372,86,5317,541,0.0,0.0,Barnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,538,61,539,63,538,63,541,63,,,,,1.0,
1207,1207.0,1207.0,1207.0,1207.0,1207.0,1207.0,99.0,,,0.0,0.0,51927,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,88,False,Thigh injury - Unknown return date,2020-09-07T00:30:12.617922Z,50,51927.jpg,0.0,Mee,0.2,False,,i,4,90,0,311,53,14273,1646,0.0,0.0,Mee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,489,188,483,187,466,179,494,188,,,,,,
1208,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,100.0,,,,,60551,0,0,0,0,0,3,2.0,2.0,2,Ashley,2.0,89,False,,,55,60551.jpg,2.0,Westwood,0.7,False,,a,4,90,4,3147,477,19825,3085,0.4,0.7,Westwood,180,0,0,0,5,0,0,0,0,0,0,0,24,17.4,50.2,0.0,6.8,221,87,42,30,514,207,160,77,1.0,,4.0,,,
1209,1209.0,1209.0,1209.0,1209.0,1209.0,1209.0,101.0,,,0.0,0.0,60586,-1,1,-1,1,0,3,0.0,0.0,0,Johann Berg,0.0,90,False,Knee injury - Unknown return date,2020-09-17T22:00:10.055660Z,54,60586.jpg,0.0,Gudmundsson,0.0,False,,i,4,90,0,9879,10,12939,366,0.0,0.0,Gudmundsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,504,204,502,205,491,199,509,205,3.0,,3.0,,,
1210,1210.0,1210.0,1210.0,1210.0,1210.0,1210.0,102.0,,,,,60689,0,0,0,0,0,4,4.0,4.0,2,Chris,4.0,91,False,,,65,60689.jpg,4.0,Wood,2.1,False,,a,4,90,8,62571,4874,72931,16322,0.6,1.2,Wood,180,1,0,0,5,0,0,0,0,0,0,0,26,38.4,4.2,69.0,11.1,141,15,221,33,31,17,93,18,,,,,1.0,
1211,1211.0,1211.0,1211.0,1211.0,1211.0,1211.0,103.0,,,,,68983,0,0,0,0,0,2,0.0,0.0,0,Matthew,0.0,92,False,,,45,68983.jpg,0.0,Lowton,0.1,False,,a,4,90,0,1092,68,3447,728,0.0,0.0,Lowton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,401,158,387,157,345,139,407,158,,,,,,
1212,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,104.0,,,,,81183,0,0,0,0,0,4,1.5,1.5,2,Matej,1.5,93,False,,,50,81183.jpg,1.5,Vydra,0.9,False,,a,4,90,3,34590,8460,28615,6551,0.3,0.6,Vydra,110,0,0,0,2,0,0,0,0,0,0,0,10,8.4,27.1,63.0,9.9,256,28,101,11,35,18,111,21,,,,,,
1213,1213.0,1213.0,1213.0,1213.0,1213.0,1213.0,105.0,,,0.0,0.0,83312,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,94,False,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,40,83312.jpg,0.0,Gibson,0.2,False,,n,4,90,0,1702,547,7792,1022,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,335,115,319,113,267,86,341,115,,,,,,
1214,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,106.0,,,0.0,0.0,90517,0,0,0,0,0,3,0.0,0.0,0,Robbie,0.5,95,False,Rib Injury - Unknown return date,2020-09-20T21:00:10.350898Z,50,90517.jpg,1.0,Brady,0.0,False,,i,4,90,1,579,20,2492,568,0.1,0.2,Brady,39,0,0,0,1,0,0,0,0,0,0,0,4,7.2,0.3,17.0,2.5,265,114,295,147,152,85,261,120,4.0,,5.0,,,
1215,1215.0,1215.0,1215.0,1215.0,1215.0,1215.0,107.0,,,,,98747,0,0,0,0,0,1,1.5,1.5,2,Nick,1.5,96,False,,,55,98747.jpg,1.5,Pope,14.2,False,,a,4,90,3,88983,7377,220753,48377,0.3,0.5,Pope,180,0,0,0,5,0,0,0,0,0,3,0,21,25.0,0.0,0.0,2.5,196,18,520,57,515,57,262,18,,,,,,
1216,1216.0,1216.0,1216.0,1216.0,1216.0,1216.0,108.0,,,,,103914,0,0,0,0,0,2,2.5,2.5,2,Charlie,2.5,97,False,,,45,103914.jpg,2.5,Taylor,4.6,False,,a,4,90,5,98774,6982,100313,16006,0.6,1.1,Taylor,180,0,1,0,5,0,0,0,0,0,0,0,34,38.4,32.3,9.0,8.0,140,59,85,18,175,46,137,37,,,,,,
1217,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,109.0,,,,,172782,0,0,0,0,0,3,2.0,2.0,2,Josh,2.0,98,False,,,50,172782.jpg,2.0,Brownhill,0.0,False,,a,4,90,4,1135,269,1049,213,0.4,0.8,Brownhill,180,0,0,0,5,0,0,0,0,0,0,0,19,18.6,33.2,45.0,9.7,214,86,83,59,59,28,113,57,,,1.0,,,
1218,1218.0,1218.0,1218.0,1218.0,1218.0,1218.0,110.0,,,,,220037,0,0,0,0,0,1,0.0,0.0,0,Bailey,0.0,99,False,,,40,220037.jpg,0.0,Peacock-Farrell,1.5,False,,a,4,90,0,18238,2543,12502,2038,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,347,33,331,13,281,11,353,33,,,,,,
1219,1219.0,1219.0,1219.0,1219.0,1219.0,1219.0,111.0,,,,,433154,0,0,0,0,0,3,3.5,3.5,2,Dwight,3.5,100,False,,,60,433154.jpg,3.5,McNeil,0.8,False,,a,4,90,7,10794,1343,20399,4022,0.6,1.2,McNeil,180,0,1,0,5,0,0,0,0,0,0,0,31,36.4,40.2,4.0,8.1,149,55,67,49,228,114,136,68,2.0,,2.0,,,
1220,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0,112.0,,,,,218023,0,0,0,0,0,2,4.0,4.0,2,Jimmy,4.0,519,False,,,40,218023.jpg,4.0,Dunne,7.0,False,,a,4,90,8,458964,119148,66272,16442,1.0,2.0,Dunne,180,1,0,0,5,0,0,0,0,0,0,0,35,66.2,21.2,38.0,12.6,63,18,129,32,81,13,73,15,,,,,,
1221,1221.0,1221.0,1221.0,1221.0,1221.0,1221.0,113.0,,,,,461102,0,0,0,0,0,2,0.0,0.0,0,Bobby,0.0,520,False,,,40,461102.jpg,0.0,Thomas,0.6,False,,a,4,90,0,14343,2751,8550,1970,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,353,128,337,126,289,103,359,128,,,,,,
1222,1222.0,1222.0,1222.0,1222.0,1222.0,1222.0,114.0,,,,,217401,0,0,0,0,0,3,0.0,0.0,0,Josh,0.0,535,False,,,45,217401.jpg,0.0,Benson,0.0,False,,a,4,90,0,722,166,221,83,0.0,0.0,Benson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,429,163,419,164,386,148,435,164,,,,,,
